id,parent_fen,move_san,name,type,branches,priority,tier,frequency
45741,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP2P1P/RNBQKBNR w KQkq -,f3,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,okay,[],2,1,20.0
45742,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP2P1P/RNBQKBNR w KQkq -,h3,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,excellent,[],3,1,13.33
45743,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP2P1P/RNBQKBNR w KQkq -,Bg5,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],4,1,6.67
45744,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP2P1P/RNBQKBNR w KQkq -,Nc3,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,excellent,[],5,1,6.67
45745,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP2P1P/RNBQKBNR w KQkq -,Nf3,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],6,1,6.67
45747,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP2P1P/RNBQKBNR w KQkq -,f4,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],8,2,2.91
45748,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP2P1P/RNBQKBNR w KQkq -,Bd3,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,blunder,[],9,2,1.85
45749,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP2P1P/RNBQKBNR w KQkq -,Bg2,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,inaccuracy,[],10,2,1.71
45750,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP2P1P/RNBQKBNR w KQkq -,c4,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,blunder,[],11,2,1.24
45752,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP2P1P/RNBQKBNR w KQkq -,Qxg4,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,blunder,[],13,5,3.57
45753,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP2P1P/RNBQKBNR w KQkq -,d5,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],14,5,2.55
45754,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP2P1P/RNBQKBNR w KQkq -,Qf3,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,inaccuracy,[],15,5,1.02
45755,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP2P1P/RNBQKBNR w KQkq -,e5,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],16,6,6.67
45756,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP2P1P/RNBQKBNR w KQkq -,b4,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],17,6,4.44
45757,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP2P1P/RNBQKBNR w KQkq -,Bf4,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],18,6,2.22
45758,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP2P1P/RNBQKBNR w KQkq -,Nh3,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],19,6,2.22
45759,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP2P1P/RNBQKBNR w KQkq -,h4,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],20,6,2.22
45760,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP1BP1P/RNBQK1NR b KQkq -,Nf6,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,critical,[],1,1,100.0
45761,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP1BP1P/RNBQK1NR b KQkq -,h5,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,critical,[],2,2,5.99
45764,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP1BP1P/RNBQK1NR b KQkq -,g6,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,blunder,[],5,2,0.2
45765,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP1BP1P/RNBQK1NR b KQkq -,Qd7,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,critical,[],6,2,0.1
45767,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP1BP1P/RNBQK1NR b KQkq -,f5,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],8,3,0.15
45770,rnbqkb1r/ppp1pppp/3p4/8/3PP1n1/8/PPP1BP1P/RNBQK1NR b KQkq -,f6,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,blunder,[],11,3,0.03
45772,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP1BP1P/RNBQK1NR w KQkq -,Nc3,"인디언 디펜스: 기빈스-바이덴하겐 갬빗, 슈투머 갬빗",book,[],1,1,100.0
45773,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP1BP1P/RNBQK1NR w KQkq -,f3,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,blunder,[],2,2,1.05
45774,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP1BP1P/RNBQK1NR w KQkq -,Nd2,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],3,2,0.84
45775,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP1BP1P/RNBQK1NR w KQkq -,f4,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],4,2,0.74
45776,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP1BP1P/RNBQK1NR w KQkq -,Qd3,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,inaccuracy,[],5,2,0.63
45778,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP1BP1P/RNBQK1NR w KQkq -,Nf3,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],7,2,0.42
45779,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP1BP1P/RNBQK1NR w KQkq -,Bg5,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],8,3,1.01
45780,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP1BP1P/RNBQK1NR w KQkq -,Bf3,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,blunder,[],9,3,0.25
45781,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP1BP1P/RNBQK1NR w KQkq -,Be3,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],10,3,0.22
45782,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP1BP1P/RNBQK1NR w KQkq -,Bd3,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],11,3,0.18
45783,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP1BP1P/RNBQK1NR w KQkq -,c3,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],12,3,0.11
45784,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP1BP1P/RNBQK1NR w KQkq -,c4,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],13,4,0.24
45785,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP1BP1P/RNBQK1NR w KQkq -,Bf4,인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락,mistake,[],14,5,3.7
45788,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPPNPPPP/R1BQKBNR b KQkq -,d5,인디언 디펜스,best,[],1,1,74.14
45789,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPPNPPPP/R1BQKBNR b KQkq -,c5,인디언 디펜스,best,[],2,1,16.38
45790,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPPNPPPP/R1BQKBNR b KQkq -,d6,인디언 디펜스,okay,[],3,1,5.17
45791,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPPNPPPP/R1BQKBNR b KQkq -,g6,인디언 디펜스,okay,[],4,1,2.59
45792,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPPNPPPP/R1BQKBNR b KQkq -,e5,인디언 디펜스: 라자르 갬빗,book,[],5,1,0.86
45793,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPPNPPPP/R1BQKBNR b KQkq -,e6,인디언 디펜스,mistake,[],6,1,0.86
45794,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPPNPPPP/R1BQKBNR b KQkq -,b6,인디언 디펜스,mistake,[],7,2,1.14
45795,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPPNPPPP/R1BQKBNR b KQkq -,Nc6,인디언 디펜스,okay,[],8,2,0.54
45796,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPPNPPPP/R1BQKBNR b KQkq -,c6,인디언 디펜스,mistake,[],9,2,0.49
45797,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPPNPPPP/R1BQKBNR b KQkq -,b5,인디언 디펜스,blunder,[],10,2,0.15
45798,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPPNPPPP/R1BQKBNR b KQkq -,Ng4,인디언 디펜스,blunder,[],11,2,0.04
45799,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPPNPPPP/R1BQKBNR b KQkq -,a5,인디언 디펜스,inaccuracy,[],12,2,0.03
45800,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPPNPPPP/R1BQKBNR b KQkq -,a6,인디언 디펜스,inaccuracy,[],13,3,0.05
45801,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPPNPPPP/R1BQKBNR b KQkq -,h6,인디언 디펜스,inaccuracy,[],14,3,0.04
45802,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPPNPPPP/R1BQKBNR b KQkq -,Nd5,인디언 디펜스,blunder,[],15,5,0.39
45803,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPPNPPPP/R1BQKBNR b KQkq -,g5,인디언 디펜스,blunder,[],16,6,0.39
45804,rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,Nxe4,인디언 디펜스: 오메가 갬빗,critical,[],1,1,44.44
45805,rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,d6,인디언 디펜스: 오메가 갬빗,critical,[],2,1,33.33
45806,rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,g6,인디언 디펜스: 오메가 갬빗,incorrect,[],3,1,11.11
45807,rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,c5,인디언 디펜스: 오메가 갬빗,incorrect,[],4,1,11.11
45808,rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,e6,인디언 디펜스: 오메가 갬빗,incorrect,[],5,2,6.15
45809,rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,d5,인디언 디펜스: 오메가 갬빗,critical,[],6,2,1.68
45810,rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,e5,인디언 디펜스: 오메가 갬빗,incorrect,[],7,2,0.44
45811,rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,c6,인디언 디펜스: 오메가 갬빗,incorrect,[],8,2,0.2
45812,rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,b6,인디언 디펜스: 오메가 갬빗,incorrect,[],9,2,0.18
45814,rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,Ng8,인디언 디펜스: 오메가 갬빗,incorrect,[],11,2,0.11
45815,rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,Nc6,인디언 디펜스: 오메가 갬빗,incorrect,[],12,2,0.09
45816,rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,h6,인디언 디펜스: 오메가 갬빗,incorrect,[],13,4,0.11
45817,rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,g5,인디언 디펜스: 오메가 갬빗,incorrect,[],14,6,0.24
45818,rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,h5,인디언 디펜스: 오메가 갬빗,incorrect,[],15,6,0.18
45819,rnbqkb1r/pppppppp/8/8/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -,Bd3,인디언 디펜스: 오메가 갬빗,excellent,[],1,1,75.0
45820,rnbqkb1r/pppppppp/8/8/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -,Nd2,인디언 디펜스: 오메가 갬빗,mistake,[],2,1,25.0
45822,rnbqkb1r/pppppppp/8/8/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -,Nf3,인디언 디펜스: 오메가 갬빗,excellent,[],4,2,6.76
45823,rnbqkb1r/pppppppp/8/8/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -,c4,인디언 디펜스: 오메가 갬빗,blunder,[],5,2,4.4
45824,rnbqkb1r/pppppppp/8/8/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -,f3,인디언 디펜스: 오메가 갬빗,blunder,[],6,2,3.61
45825,rnbqkb1r/pppppppp/8/8/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -,d5,인디언 디펜스: 오메가 갬빗,mistake,[],7,2,2.1
45826,rnbqkb1r/pppppppp/8/8/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -,Qe2,인디언 디펜스: 오메가 갬빗,blunder,[],8,2,1.74
45827,rnbqkb1r/pppppppp/8/8/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -,Bc4,인디언 디펜스: 오메가 갬빗,blunder,[],9,2,1.57
45828,rnbqkb1r/pppppppp/8/8/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -,Qf3,인디언 디펜스: 오메가 갬빗,blunder,[],10,2,0.58
45829,rnbqkb1r/pppppppp/8/8/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -,f4,인디언 디펜스: 오메가 갬빗,mistake,[],11,2,0.38
45830,rnbqkb1r/pppppppp/8/8/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -,c3,인디언 디펜스: 오메가 갬빗,mistake,[],12,2,0.32
45831,rnbqkb1r/pppppppp/8/8/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -,Be3,인디언 디펜스: 오메가 갬빗,mistake,[],13,3,1.5
45832,rnbqkb1r/pppppppp/8/8/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -,Qd3,인디언 디펜스: 오메가 갬빗,blunder,[],14,3,1.28
45834,rnbqkb1r/pppppppp/8/8/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -,Qg4,인디언 디펜스: 오메가 갬빗,mistake,[],16,4,1.78
45835,rnbqkb1r/pppppppp/8/8/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -,Qh5,인디언 디펜스: 오메가 갬빗,mistake,[],17,6,2.23
45837,rnbqkb1r/pppppppp/8/8/3Pn3/3B4/PPP2PPP/RNBQK1NR b KQkq -,Nf6,인디언 디펜스: 오메가 갬빗,okay,[],2,1,33.33
45838,rnbqkb1r/pppppppp/8/8/3Pn3/3B4/PPP2PPP/RNBQK1NR b KQkq -,Nd6,인디언 디펜스: 오메가 갬빗,mistake,[],3,3,2.47
45839,rnbqkb1r/pppppppp/8/8/3Pn3/3B4/PPP2PPP/RNBQK1NR b KQkq -,Nxf2,인디언 디펜스: 오메가 갬빗,mistake,[],4,3,0.51
45850,rnbqkb1r/pppppppp/5n2/8/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq -,Nf3,인디언 디펜스: 오메가 갬빗,excellent,[],1,1,100.0
45851,rnbqkb1r/pppppppp/5n2/8/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq -,f4,인디언 디펜스: 오메가 갬빗,blunder,[],2,3,10.7
45852,rnbqkb1r/pppppppp/5n2/8/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq -,Bg5,"인디언 디펜스: 오메가 갬빗, 아라파트 갬빗",book,[],3,3,10.59
45853,rnbqkb1r/pppppppp/5n2/8/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq -,c4,인디언 디펜스: 오메가 갬빗,excellent,[],4,3,7.89
45854,rnbqkb1r/pppppppp/5n2/8/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq -,Nc3,인디언 디펜스: 오메가 갬빗,mistake,[],5,3,6.76
45855,rnbqkb1r/pppppppp/5n2/8/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq -,Ne2,인디언 디펜스: 오메가 갬빗,mistake,[],6,3,6.54
45856,rnbqkb1r/pppppppp/5n2/8/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq -,c3,인디언 디펜스: 오메가 갬빗,mistake,[],7,3,2.59
45857,rnbqkb1r/pppppppp/5n2/8/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq -,g4,인디언 디펜스: 오메가 갬빗,mistake,[],8,3,2.55
45858,rnbqkb1r/pppppppp/5n2/8/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq -,Be3,인디언 디펜스: 오메가 갬빗,inaccuracy,[],9,3,2.02
45859,rnbqkb1r/pppppppp/5n2/8/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq -,Bf4,인디언 디펜스: 오메가 갬빗,mistake,[],10,3,0.62
45860,rnbqkb1r/pppppppp/5n2/8/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq -,f3,인디언 디펜스: 오메가 갬빗,blunder,[],11,3,0.53
45861,rnbqkb1r/pppppppp/5n2/8/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq -,h4,인디언 디펜스: 오메가 갬빗,blunder,[],12,3,0.48
45862,rnbqkb1r/pppppppp/5n2/8/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq -,Qf3,인디언 디펜스: 오메가 갬빗,mistake,[],13,4,1.84
45863,rnbqkb1r/pppppppp/5n2/8/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq -,Nh3,인디언 디펜스: 오메가 갬빗,mistake,[],14,4,1.07
45864,rnbqkb1r/pppppppp/5n2/8/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq -,Bc4,인디언 디펜스: 오메가 갬빗,mistake,[],15,5,0.88
45865,rnbqkb1r/pppppppp/5n2/8/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq -,Bf5,인디언 디펜스: 오메가 갬빗,mistake,[],16,6,1.19
45866,rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq -,Ne4,트롬포프스키 어택,excellent,[],1,1,29.86
45868,rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq -,e6,트롬포프스키 어택: 클래시컬 디펜스,book,[],3,1,24.7
45870,rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq -,g6,트롬포프스키 어택,okay,[],5,1,5.1
45871,rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq -,d6,트롬포프스키 어택,okay,[],6,1,1.38
45875,rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq -,b5,트롬포프스키 어택,inaccuracy,[],10,1,0.04
45876,rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq -,Nc6,트롬포프스키 어택,okay,[],11,1,0.02
45878,rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq -,Ng8,트롬포프스키 어택,blunder,[],13,2,0.1
45879,rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq -,Nd5,트롬포프스키 어택,blunder,[],14,3,0.24
45880,rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq -,Ng4,트롬포프스키 어택,blunder,[],15,6,1.25
45881,rnbqkb1r/pppppppp/8/6B1/3Pn3/8/PPP1PPPP/RN1QKBNR w KQkq -,Bf4,트롬포프스키 어택,best,[],1,1,79.29
45882,rnbqkb1r/pppppppp/8/6B1/3Pn3/8/PPP1PPPP/RN1QKBNR w KQkq -,Bh4,트롬포프스키 어택: 엣지 바리에이션,book,[],2,1,10.36
45883,rnbqkb1r/pppppppp/8/6B1/3Pn3/8/PPP1PPPP/RN1QKBNR w KQkq -,h4,트롬포프스키 어택: 랩터 바리에이션,book,[],3,1,9.96
45884,rnbqkb1r/pppppppp/8/6B1/3Pn3/8/PPP1PPPP/RN1QKBNR w KQkq -,Be3,트롬포프스키 어택,okay,[],4,1,0.34
45885,rnbqkb1r/pppppppp/8/6B1/3Pn3/8/PPP1PPPP/RN1QKBNR w KQkq -,Bc1,트롬포프스키 어택,inaccuracy,[],5,1,0.04
45887,rnbqkb1r/pppppppp/8/6B1/3Pn3/8/PPP1PPPP/RN1QKBNR w KQkq -,Bd2,트롬포프스키 어택,okay,[],7,2,0.05
45893,rnbqkb1r/pppppppp/8/6B1/3Pn3/8/PPP1PPPP/RN1QKBNR w KQkq -,f4,트롬포프스키 어택,blunder,[],13,3,0.07
45896,rnbqkb1r/pppppppp/8/6B1/3Pn3/8/PPP1PPPP/RN1QKBNR w KQkq -,Nh3,트롬포프스키 어택,blunder,[],16,5,1.06
45897,rnbqkb1r/pppppppp/8/8/3PnB2/8/PPP1PPPP/RN1QKBNR b KQkq -,c5,트롬포프스키 어택,inaccuracy,[],1,1,58.73
45898,rnbqkb1r/pppppppp/8/8/3PnB2/8/PPP1PPPP/RN1QKBNR b KQkq -,d5,트롬포프스키 어택,best,[],2,1,34.0
45899,rnbqkb1r/pppppppp/8/8/3PnB2/8/PPP1PPPP/RN1QKBNR b KQkq -,d6,트롬포프스키 어택,okay,[],3,1,3.0
45900,rnbqkb1r/pppppppp/8/8/3PnB2/8/PPP1PPPP/RN1QKBNR b KQkq -,e6,트롬포프스키 어택,okay,[],4,1,2.53
45901,rnbqkb1r/pppppppp/8/8/3PnB2/8/PPP1PPPP/RN1QKBNR b KQkq -,Nc6,트롬포프스키 어택,incorrect,[],5,1,0.71
45902,rnbqkb1r/pppppppp/8/8/3PnB2/8/PPP1PPPP/RN1QKBNR b KQkq -,g6,트롬포프스키 어택,mistake,[],6,1,0.34
45903,rnbqkb1r/pppppppp/8/8/3PnB2/8/PPP1PPPP/RN1QKBNR b KQkq -,g5,트롬포프스키 어택: 보그 바리에이션,book,[],7,1,0.3
45904,rnbqkb1r/pppppppp/8/8/3PnB2/8/PPP1PPPP/RN1QKBNR b KQkq -,e5,트롬포프스키 어택,mistake,[],8,1,0.23
45906,rnbqkb1r/pppppppp/8/8/3PnB2/8/PPP1PPPP/RN1QKBNR b KQkq -,f5,트롬포프스키 어택,mistake,[],10,1,0.06
45907,rnbqkb1r/pppppppp/8/8/3PnB2/8/PPP1PPPP/RN1QKBNR b KQkq -,Nf6,트롬포프스키 어택,inaccuracy,[],11,1,0.04
45908,rnbqkb1r/pppppppp/8/8/3PnB2/8/PPP1PPPP/RN1QKBNR b KQkq -,b6,트롬포프스키 어택,mistake,[],12,2,0.16
45909,rnbqkb1r/pppppppp/8/8/3PnB2/8/PPP1PPPP/RN1QKBNR b KQkq -,h6,트롬포프스키 어택,inaccuracy,[],13,3,0.39
45912,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,e4,"트롬포프스키 어택: 클래시컬 디펜스, 빅 센터 바리에이션",book,[],1,1,55.15
45913,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,Nd2,트롬포프스키 어택: 클래시컬 디펜스,best,[],2,1,20.35
45914,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,e3,트롬포프스키 어택: 클래시컬 디펜스,best,[],3,1,11.18
45915,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,Nf3,트롬포프스키 어택: 클래시컬 디펜스,excellent,[],4,1,9.28
45916,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,Nc3,트롬포프스키 어택: 클래시컬 디펜스,excellent,[],5,1,2.07
45917,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,c3,트롬포프스키 어택: 클래시컬 디펜스,excellent,[],6,1,1.24
45918,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,c4,트롬포프스키 어택: 클래시컬 디펜스,okay,[],7,1,0.65
45919,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,Bxf6,트롬포프스키 어택: 클래시컬 디펜스,okay,[],8,1,0.05
45920,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,f4,트롬포프스키 어택: 클래시컬 디펜스,blunder,[],9,1,0.02
45921,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,a3,트롬포프스키 어택: 클래시컬 디펜스,okay,[],10,1,0.02
45922,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,f3,트롬포프스키 어택: 클래시컬 디펜스,mistake,[],11,3,1.25
45923,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,h3,트롬포프스키 어택: 클래시컬 디펜스,okay,[],12,3,0.22
45924,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,h4,트롬포프스키 어택: 클래시컬 디펜스,inaccuracy,[],13,4,0.57
45925,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,Qd3,트롬포프스키 어택: 클래시컬 디펜스,inaccuracy,[],14,6,1.85
45926,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,d5,트롬포프스키 어택: 클래시컬 디펜스,mistake,[],15,6,1.48
45927,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,Qd2,트롬포프스키 어택: 클래시컬 디펜스,inaccuracy,[],16,6,1.11
45933,rnbqkb1r/pppppppp/8/8/3Pn2B/8/PPP1PPPP/RN1QKBNR b KQkq -,b6,트롬포프스키 어택: 엣지 바리에이션,mistake,[],6,1,0.14
45935,rnbqkb1r/pppppppp/8/8/3Pn2B/8/PPP1PPPP/RN1QKBNR b KQkq -,h6,트롬포프스키 어택: 엣지 바리에이션,blunder,[],8,3,0.56
45936,rnbqkb1r/pppppppp/8/8/3Pn2B/8/PPP1PPPP/RN1QKBNR b KQkq -,h5,트롬포프스키 어택: 엣지 바리에이션,mistake,[],9,3,0.46
